3502 4
3075 0 0.000000000000000e+00
3116 0 0.000000000000000e+00
3157 0 0.000000000000000e+00
3198 0 0.000000000000000e+00
3239 0 0.000000000000000e+00
3280 0 0.000000000000000e+00
3321 0 0.000000000000000e+00
3362 0 0.000000000000000e+00
3403 0 0.000000000000000e+00
3444 0 0.000000000000000e+00
3485 0 0.000000000000000e+00
3526 0 0.000000000000000e+00
3567 0 0.000000000000000e+00
3608 0 0.000000000000000e+00
3649 0 0.000000000000000e+00
3690 0 0.000000000000000e+00
3731 0 0.000000000000000e+00
3772 0 0.000000000000000e+00
3813 0 0.000000000000000e+00
3854 0 0.000000000000000e+00
3895 0 0.000000000000000e+00
3936 0 0.000000000000000e+00
3977 0 0.000000000000000e+00
4018 0 0.000000000000000e+00
4059 0 0.000000000000000e+00
4100 0 0.000000000000000e+00
4141 0 0.000000000000000e+00
4182 0 0.000000000000000e+00
4223 0 0.000000000000000e+00
4264 0 0.000000000000000e+00
4305 0 0.000000000000000e+00
4346 0 0.000000000000000e+00
4387 0 0.000000000000000e+00
4428 0 0.000000000000000e+00
4469 0 0.000000000000000e+00
4510 0 0.000000000000000e+00
4551 0 0.000000000000000e+00
4592 0 0.000000000000000e+00
4633 0 0.000000000000000e+00
4674 0 0.000000000000000e+00
4715 0 0.000000000000000e+00
4756 0 0.000000000000000e+00
4797 0 0.000000000000000e+00
4838 0 0.000000000000000e+00
4879 0 0.000000000000000e+00
4920 0 0.000000000000000e+00
4961 0 0.000000000000000e+00
5002 0 0.000000000000000e+00
5043 0 0.000000000000000e+00
5084 0 0.000000000000000e+00
5125 0 0.000000000000000e+00
5166 0 0.000000000000000e+00
5207 0 0.000000000000000e+00
5248 0 0.000000000000000e+00
5289 0 0.000000000000000e+00
5330 0 0.000000000000000e+00
5371 0 0.000000000000000e+00
5412 0 0.000000000000000e+00
5453 0 0.000000000000000e+00
5494 0 0.000000000000000e+00
5535 0 0.000000000000000e+00
5576 0 0.000000000000000e+00
5617 0 0.000000000000000e+00
5658 0 0.000000000000000e+00
5699 0 0.000000000000000e+00
5740 0 0.000000000000000e+00
5781 0 0.000000000000000e+00
5822 0 0.000000000000000e+00
5863 0 0.000000000000000e+00
5904 0 0.000000000000000e+00
5945 0 0.000000000000000e+00
5986 0 0.000000000000000e+00
6027 0 0.000000000000000e+00
6068 0 0.000000000000000e+00
6109 0 0.000000000000000e+00
6150 0 0.000000000000000e+00
6191 0 0.000000000000000e+00
6232 0 0.000000000000000e+00
6273 0 0.000000000000000e+00
6314 0 0.000000000000000e+00
6355 0 0.000000000000000e+00
6396 0 0.000000000000000e+00
6437 0 0.000000000000000e+00
6478 0 0.000000000000000e+00
6519 0 0.000000000000000e+00
6560 0 0.000000000000000e+00
6601 0 0.000000000000000e+00
6642 0 0.000000000000000e+00
6683 0 0.000000000000000e+00
6724 0 0.000000000000000e+00
6765 0 0.000000000000000e+00
6806 0 0.000000000000000e+00
6847 0 0.000000000000000e+00
6888 0 0.000000000000000e+00
6929 0 0.000000000000000e+00
6970 0 0.000000000000000e+00
7011 0 0.000000000000000e+00
7052 0 0.000000000000000e+00
7093 0 0.000000000000000e+00
7134 0 0.000000000000000e+00
7175 0 0.000000000000000e+00
7216 0 0.000000000000000e+00
7257 0 0.000000000000000e+00
7298 0 0.000000000000000e+00
7339 0 0.000000000000000e+00
7380 0 0.000000000000000e+00
7421 0 0.000000000000000e+00
7462 0 0.000000000000000e+00
7503 0 0.000000000000000e+00
7544 0 0.000000000000000e+00
7585 0 0.000000000000000e+00
7626 0 0.000000000000000e+00
7667 0 0.000000000000000e+00
7708 0 0.000000000000000e+00
7749 0 0.000000000000000e+00
7790 0 0.000000000000000e+00
7831 0 0.000000000000000e+00
7872 0 0.000000000000000e+00
7913 0 0.000000000000000e+00
7954 0 0.000000000000000e+00
7995 0 0.000000000000000e+00
8036 0 0.000000000000000e+00
8077 0 0.000000000000000e+00
8118 0 0.000000000000000e+00
8159 0 0.000000000000000e+00
8200 0 0.000000000000000e+00
8241 0 0.000000000000000e+00
8282 0 0.000000000000000e+00
8323 0 0.000000000000000e+00
8364 0 0.000000000000000e+00
8405 0 0.000000000000000e+00
8446 0 0.000000000000000e+00
8487 0 0.000000000000000e+00
8528 0 0.000000000000000e+00
8569 0 0.000000000000000e+00
8610 0 0.000000000000000e+00
8651 0 0.000000000000000e+00
8692 0 0.000000000000000e+00
8733 0 0.000000000000000e+00
8774 0 0.000000000000000e+00
8815 0 0.000000000000000e+00
8856 0 0.000000000000000e+00
8897 0 0.000000000000000e+00
8938 0 0.000000000000000e+00
8979 0 0.000000000000000e+00
9020 0 0.000000000000000e+00
9061 0 0.000000000000000e+00
9102 0 0.000000000000000e+00
9143 0 0.000000000000000e+00
9184 0 0.000000000000000e+00
9225 0 0.000000000000000e+00
9266 0 0.000000000000000e+00
9307 0 0.000000000000000e+00
9348 0 0.000000000000000e+00
9389 0 0.000000000000000e+00
9430 0 0.000000000000000e+00
9471 0 0.000000000000000e+00
9512 0 0.000000000000000e+00
9553 0 0.000000000000000e+00
9594 0 0.000000000000000e+00
9635 0 0.000000000000000e+00
9676 0 0.000000000000000e+00
9717 0 0.000000000000000e+00
9758 0 0.000000000000000e+00
9799 0 0.000000000000000e+00
9840 0 0.000000000000000e+00
9881 0 0.000000000000000e+00
9922 0 0.000000000000000e+00
9963 0 0.000000000000000e+00
10004 0 0.000000000000000e+00
10045 0 0.000000000000000e+00
10086 0 0.000000000000000e+00
10127 0 0.000000000000000e+00
10168 0 0.000000000000000e+00
10209 0 0.000000000000000e+00
10250 0 0.000000000000000e+00
10291 0 0.000000000000000e+00
10332 0 0.000000000000000e+00
10373 0 0.000000000000000e+00
10414 0 0.000000000000000e+00
10455 0 0.000000000000000e+00
10496 0 0.000000000000000e+00
10537 0 0.000000000000000e+00
10578 0 0.000000000000000e+00
10619 0 0.000000000000000e+00
10660 0 0.000000000000000e+00
10701 0 0.000000000000000e+00
10742 0 0.000000000000000e+00
10783 0 0.000000000000000e+00
10824 0 0.000000000000000e+00
10865 0 0.000000000000000e+00
10906 0 0.000000000000000e+00
10947 0 0.000000000000000e+00
10988 0 0.000000000000000e+00
11029 0 0.000000000000000e+00
11070 0 0.000000000000000e+00
11111 0 0.000000000000000e+00
11152 0 0.000000000000000e+00
11193 0 0.000000000000000e+00
11234 0 0.000000000000000e+00
40 0 0.000000000000000e+00
81 0 0.000000000000000e+00
122 0 0.000000000000000e+00
163 0 0.000000000000000e+00
204 0 0.000000000000000e+00
245 0 0.000000000000000e+00
286 0 0.000000000000000e+00
327 0 0.000000000000000e+00
368 0 0.000000000000000e+00
409 0 0.000000000000000e+00
450 0 0.000000000000000e+00
491 0 0.000000000000000e+00
532 0 0.000000000000000e+00
573 0 0.000000000000000e+00
614 0 0.000000000000000e+00
655 0 0.000000000000000e+00
696 0 0.000000000000000e+00
737 0 0.000000000000000e+00
778 0 0.000000000000000e+00
819 0 0.000000000000000e+00
860 0 0.000000000000000e+00
901 0 0.000000000000000e+00
942 0 0.000000000000000e+00
983 0 0.000000000000000e+00
1024 0 0.000000000000000e+00
1065 0 0.000000000000000e+00
1106 0 0.000000000000000e+00
1147 0 0.000000000000000e+00
1188 0 0.000000000000000e+00
1229 0 0.000000000000000e+00
1270 0 0.000000000000000e+00
1311 0 0.000000000000000e+00
1352 0 0.000000000000000e+00
1393 0 0.000000000000000e+00
1434 0 0.000000000000000e+00
1475 0 0.000000000000000e+00
1516 0 0.000000000000000e+00
1557 0 0.000000000000000e+00
1598 0 0.000000000000000e+00
1639 0 0.000000000000000e+00
1680 0 0.000000000000000e+00
1721 0 0.000000000000000e+00
1762 0 0.000000000000000e+00
1803 0 0.000000000000000e+00
1844 0 0.000000000000000e+00
1885 0 0.000000000000000e+00
1926 0 0.000000000000000e+00
1967 0 0.000000000000000e+00
2008 0 0.000000000000000e+00
2049 0 0.000000000000000e+00
2090 0 0.000000000000000e+00
2131 0 0.000000000000000e+00
2172 0 0.000000000000000e+00
2213 0 0.000000000000000e+00
2254 0 0.000000000000000e+00
2295 0 0.000000000000000e+00
2336 0 0.000000000000000e+00
2377 0 0.000000000000000e+00
2418 0 0.000000000000000e+00
2459 0 0.000000000000000e+00
2500 0 0.000000000000000e+00
2541 0 0.000000000000000e+00
2582 0 0.000000000000000e+00
2623 0 0.000000000000000e+00
2664 0 0.000000000000000e+00
2705 0 0.000000000000000e+00
2746 0 0.000000000000000e+00
2787 0 0.000000000000000e+00
2828 0 0.000000000000000e+00
2869 0 0.000000000000000e+00
2910 0 0.000000000000000e+00
2951 0 0.000000000000000e+00
2992 0 0.000000000000000e+00
3033 0 0.000000000000000e+00
3074 0 0.000000000000000e+00
3115 0 0.000000000000000e+00
3156 0 0.000000000000000e+00
3197 0 0.000000000000000e+00
3238 0 0.000000000000000e+00
3279 0 0.000000000000000e+00
3320 0 0.000000000000000e+00
3361 0 0.000000000000000e+00
3402 0 0.000000000000000e+00
3443 0 0.000000000000000e+00
3484 0 0.000000000000000e+00
3525 0 0.000000000000000e+00
3566 0 0.000000000000000e+00
3607 0 0.000000000000000e+00
3648 0 0.000000000000000e+00
3689 0 0.000000000000000e+00
3730 0 0.000000000000000e+00
3771 0 0.000000000000000e+00
3812 0 0.000000000000000e+00
3853 0 0.000000000000000e+00
3894 0 0.000000000000000e+00
3935 0 0.000000000000000e+00
3976 0 0.000000000000000e+00
4017 0 0.000000000000000e+00
4058 0 0.000000000000000e+00
4099 0 0.000000000000000e+00
4140 0 0.000000000000000e+00
4181 0 0.000000000000000e+00
4222 0 0.000000000000000e+00
4263 0 0.000000000000000e+00
4304 0 0.000000000000000e+00
4345 0 0.000000000000000e+00
4386 0 0.000000000000000e+00
4427 0 0.000000000000000e+00
4468 0 0.000000000000000e+00
4509 0 0.000000000000000e+00
4550 0 0.000000000000000e+00
4591 0 0.000000000000000e+00
4632 0 0.000000000000000e+00
4673 0 0.000000000000000e+00
4714 0 0.000000000000000e+00
4755 0 0.000000000000000e+00
4796 0 0.000000000000000e+00
4837 0 0.000000000000000e+00
4878 0 0.000000000000000e+00
4919 0 0.000000000000000e+00
4960 0 0.000000000000000e+00
5001 0 0.000000000000000e+00
5042 0 0.000000000000000e+00
5083 0 0.000000000000000e+00
5124 0 0.000000000000000e+00
5165 0 0.000000000000000e+00
5206 0 0.000000000000000e+00
5247 0 0.000000000000000e+00
5288 0 0.000000000000000e+00
5329 0 0.000000000000000e+00
5370 0 0.000000000000000e+00
5411 0 0.000000000000000e+00
5452 0 0.000000000000000e+00
5493 0 0.000000000000000e+00
5534 0 0.000000000000000e+00
5575 0 0.000000000000000e+00
5616 0 0.000000000000000e+00
5657 0 0.000000000000000e+00
5698 0 0.000000000000000e+00
5739 0 0.000000000000000e+00
5780 0 0.000000000000000e+00
5821 0 0.000000000000000e+00
5862 0 0.000000000000000e+00
5903 0 0.000000000000000e+00
5944 0 0.000000000000000e+00
5985 0 0.000000000000000e+00
6026 0 0.000000000000000e+00
6067 0 0.000000000000000e+00
6108 0 0.000000000000000e+00
6149 0 0.000000000000000e+00
6190 0 0.000000000000000e+00
6231 0 0.000000000000000e+00
6272 0 0.000000000000000e+00
6313 0 0.000000000000000e+00
6354 0 0.000000000000000e+00
6395 0 0.000000000000000e+00
6436 0 0.000000000000000e+00
6477 0 0.000000000000000e+00
6518 0 0.000000000000000e+00
6559 0 0.000000000000000e+00
6600 0 0.000000000000000e+00
6641 0 0.000000000000000e+00
6682 0 0.000000000000000e+00
6723 0 0.000000000000000e+00
6764 0 0.000000000000000e+00
6805 0 0.000000000000000e+00
6846 0 0.000000000000000e+00
6887 0 0.000000000000000e+00
6928 0 0.000000000000000e+00
6969 0 0.000000000000000e+00
7010 0 0.000000000000000e+00
7051 0 0.000000000000000e+00
7092 0 0.000000000000000e+00
7133 0 0.000000000000000e+00
7174 0 0.000000000000000e+00
7215 0 0.000000000000000e+00
7256 0 0.000000000000000e+00
7297 0 0.000000000000000e+00
7338 0 0.000000000000000e+00
7379 0 0.000000000000000e+00
7420 0 0.000000000000000e+00
7461 0 0.000000000000000e+00
7502 0 0.000000000000000e+00
7543 0 0.000000000000000e+00
7584 0 0.000000000000000e+00
7625 0 0.000000000000000e+00
7666 0 0.000000000000000e+00
7707 0 0.000000000000000e+00
7748 0 0.000000000000000e+00
7789 0 0.000000000000000e+00
7830 0 0.000000000000000e+00
7871 0 0.000000000000000e+00
7912 0 0.000000000000000e+00
7953 0 0.000000000000000e+00
7994 0 0.000000000000000e+00
8035 0 0.000000000000000e+00
8076 0 0.000000000000000e+00
8117 0 0.000000000000000e+00
8158 0 0.000000000000000e+00
8199 0 0.000000000000000e+00
8240 0 0.000000000000000e+00
8281 0 0.000000000000000e+00
8322 0 0.000000000000000e+00
8363 0 0.000000000000000e+00
8404 0 0.000000000000000e+00
8445 0 0.000000000000000e+00
8486 0 0.000000000000000e+00
8527 0 0.000000000000000e+00
8568 0 0.000000000000000e+00
8609 0 0.000000000000000e+00
8650 0 0.000000000000000e+00
8691 0 0.000000000000000e+00
8732 0 0.000000000000000e+00
8773 0 0.000000000000000e+00
8814 0 0.000000000000000e+00
8855 0 0.000000000000000e+00
8896 0 0.000000000000000e+00
8937 0 0.000000000000000e+00
8978 0 0.000000000000000e+00
9019 0 0.000000000000000e+00
9060 0 0.000000000000000e+00
9101 0 0.000000000000000e+00
9142 0 0.000000000000000e+00
9183 0 0.000000000000000e+00
9224 0 0.000000000000000e+00
9265 0 0.000000000000000e+00
9306 0 0.000000000000000e+00
9347 0 0.000000000000000e+00
9388 0 0.000000000000000e+00
9429 0 0.000000000000000e+00
9470 0 0.000000000000000e+00
9511 0 0.000000000000000e+00
9552 0 0.000000000000000e+00
9593 0 0.000000000000000e+00
9634 0 0.000000000000000e+00
9675 0 0.000000000000000e+00
9716 0 0.000000000000000e+00
9757 0 0.000000000000000e+00
9798 0 0.000000000000000e+00
9839 0 0.000000000000000e+00
9880 0 0.000000000000000e+00
9921 0 0.000000000000000e+00
9962 0 0.000000000000000e+00
10003 0 0.000000000000000e+00
10044 0 0.000000000000000e+00
10085 0 0.000000000000000e+00
10126 0 0.000000000000000e+00
10167 0 0.000000000000000e+00
10208 0 0.000000000000000e+00
10249 0 0.000000000000000e+00
10290 0 0.000000000000000e+00
10331 0 0.000000000000000e+00
10372 0 0.000000000000000e+00
10413 0 0.000000000000000e+00
10454 0 0.000000000000000e+00
10495 0 0.000000000000000e+00
10536 0 0.000000000000000e+00
10577 0 0.000000000000000e+00
10618 0 0.000000000000000e+00
10659 0 0.000000000000000e+00
10700 0 0.000000000000000e+00
10741 0 0.000000000000000e+00
10782 0 0.000000000000000e+00
10823 0 0.000000000000000e+00
10864 0 0.000000000000000e+00
10905 0 0.000000000000000e+00
10946 0 0.000000000000000e+00
10987 0 0.000000000000000e+00
11028 0 0.000000000000000e+00
11069 0 0.000000000000000e+00
11110 0 0.000000000000000e+00
11151 0 0.000000000000000e+00
11192 0 0.000000000000000e+00
11233 0 0.000000000000000e+00
11274 0 0.000000000000000e+00
0 2 0.000000000000000e+00
1 2 0.000000000000000e+00
2 2 0.000000000000000e+00
3 2 0.000000000000000e+00
4 2 0.000000000000000e+00
5 2 0.000000000000000e+00
6 2 0.000000000000000e+00
7 2 0.000000000000000e+00
8 2 0.000000000000000e+00
9 2 0.000000000000000e+00
10 2 0.000000000000000e+00
11 2 0.000000000000000e+00
12 2 0.000000000000000e+00
13 2 0.000000000000000e+00
14 2 0.000000000000000e+00
15 2 0.000000000000000e+00
16 2 0.000000000000000e+00
17 2 0.000000000000000e+00
18 2 0.000000000000000e+00
19 2 0.000000000000000e+00
20 2 0.000000000000000e+00
21 2 0.000000000000000e+00
22 2 0.000000000000000e+00
23 2 0.000000000000000e+00
24 2 0.000000000000000e+00
25 2 0.000000000000000e+00
26 2 0.000000000000000e+00
27 2 0.000000000000000e+00
28 2 0.000000000000000e+00
29 2 0.000000000000000e+00
30 2 0.000000000000000e+00
31 2 0.000000000000000e+00
32 2 0.000000000000000e+00
33 2 0.000000000000000e+00
34 2 0.000000000000000e+00
35 2 0.000000000000000e+00
36 2 0.000000000000000e+00
37 2 0.000000000000000e+00
38 2 0.000000000000000e+00
39 2 0.000000000000000e+00
40 2 0.000000000000000e+00
41 2 0.000000000000000e+00
42 2 0.000000000000000e+00
43 2 0.000000000000000e+00
44 2 0.000000000000000e+00
45 2 0.000000000000000e+00
46 2 0.000000000000000e+00
47 2 0.000000000000000e+00
48 2 0.000000000000000e+00
49 2 0.000000000000000e+00
50 2 0.000000000000000e+00
51 2 0.000000000000000e+00
52 2 0.000000000000000e+00
53 2 0.000000000000000e+00
54 2 0.000000000000000e+00
55 2 0.000000000000000e+00
56 2 0.000000000000000e+00
57 2 0.000000000000000e+00
58 2 0.000000000000000e+00
59 2 0.000000000000000e+00
60 2 0.000000000000000e+00
61 2 0.000000000000000e+00
62 2 0.000000000000000e+00
63 2 0.000000000000000e+00
64 2 0.000000000000000e+00
65 2 0.000000000000000e+00
66 2 0.000000000000000e+00
67 2 0.000000000000000e+00
68 2 0.000000000000000e+00
69 2 0.000000000000000e+00
70 2 0.000000000000000e+00
71 2 0.000000000000000e+00
72 2 0.000000000000000e+00
73 2 0.000000000000000e+00
74 2 0.000000000000000e+00
75 2 0.000000000000000e+00
76 2 0.000000000000000e+00
77 2 0.000000000000000e+00
78 2 0.000000000000000e+00
79 2 0.000000000000000e+00
80 2 0.000000000000000e+00
81 2 0.000000000000000e+00
82 2 0.000000000000000e+00
83 2 0.000000000000000e+00
84 2 0.000000000000000e+00
85 2 0.000000000000000e+00
86 2 0.000000000000000e+00
87 2 0.000000000000000e+00
88 2 0.000000000000000e+00
89 2 0.000000000000000e+00
90 2 0.000000000000000e+00
91 2 0.000000000000000e+00
92 2 0.000000000000000e+00
93 2 0.000000000000000e+00
94 2 0.000000000000000e+00
95 2 0.000000000000000e+00
96 2 0.000000000000000e+00
97 2 0.000000000000000e+00
98 2 0.000000000000000e+00
99 2 0.000000000000000e+00
100 2 0.000000000000000e+00
101 2 0.000000000000000e+00
102 2 0.000000000000000e+00
103 2 0.000000000000000e+00
104 2 0.000000000000000e+00
105 2 0.000000000000000e+00
106 2 0.000000000000000e+00
107 2 0.000000000000000e+00
108 2 0.000000000000000e+00
109 2 0.000000000000000e+00
110 2 0.000000000000000e+00
111 2 0.000000000000000e+00
112 2 0.000000000000000e+00
113 2 0.000000000000000e+00
114 2 0.000000000000000e+00
115 2 0.000000000000000e+00
116 2 0.000000000000000e+00
117 2 0.000000000000000e+00
118 2 0.000000000000000e+00
119 2 0.000000000000000e+00
120 2 0.000000000000000e+00
121 2 0.000000000000000e+00
122 2 0.000000000000000e+00
123 2 0.000000000000000e+00
124 2 0.000000000000000e+00
125 2 0.000000000000000e+00
126 2 0.000000000000000e+00
127 2 0.000000000000000e+00
128 2 0.000000000000000e+00
129 2 0.000000000000000e+00
130 2 0.000000000000000e+00
131 2 0.000000000000000e+00
132 2 0.000000000000000e+00
133 2 0.000000000000000e+00
134 2 0.000000000000000e+00
135 2 0.000000000000000e+00
136 2 0.000000000000000e+00
137 2 0.000000000000000e+00
138 2 0.000000000000000e+00
139 2 0.000000000000000e+00
140 2 0.000000000000000e+00
141 2 0.000000000000000e+00
142 2 0.000000000000000e+00
143 2 0.000000000000000e+00
144 2 0.000000000000000e+00
145 2 0.000000000000000e+00
146 2 0.000000000000000e+00
147 2 0.000000000000000e+00
148 2 0.000000000000000e+00
149 2 0.000000000000000e+00
150 2 0.000000000000000e+00
151 2 0.000000000000000e+00
152 2 0.000000000000000e+00
153 2 0.000000000000000e+00
154 2 0.000000000000000e+00
155 2 0.000000000000000e+00
156 2 0.000000000000000e+00
157 2 0.000000000000000e+00
158 2 0.000000000000000e+00
159 2 0.000000000000000e+00
160 2 0.000000000000000e+00
161 2 0.000000000000000e+00
162 2 0.000000000000000e+00
163 2 0.000000000000000e+00
164 2 0.000000000000000e+00
165 2 0.000000000000000e+00
166 2 0.000000000000000e+00
167 2 0.000000000000000e+00
168 2 0.000000000000000e+00
169 2 0.000000000000000e+00
170 2 0.000000000000000e+00
171 2 0.000000000000000e+00
172 2 0.000000000000000e+00
173 2 0.000000000000000e+00
174 2 0.000000000000000e+00
175 2 0.000000000000000e+00
176 2 0.000000000000000e+00
177 2 0.000000000000000e+00
178 2 0.000000000000000e+00
179 2 0.000000000000000e+00
180 2 0.000000000000000e+00
181 2 0.000000000000000e+00
182 2 0.000000000000000e+00
183 2 0.000000000000000e+00
184 2 0.000000000000000e+00
185 2 0.000000000000000e+00
186 2 0.000000000000000e+00
187 2 0.000000000000000e+00
188 2 0.000000000000000e+00
189 2 0.000000000000000e+00
190 2 0.000000000000000e+00
191 2 0.000000000000000e+00
192 2 0.000000000000000e+00
193 2 0.000000000000000e+00
194 2 0.000000000000000e+00
195 2 0.000000000000000e+00
196 2 0.000000000000000e+00
197 2 0.000000000000000e+00
198 2 0.000000000000000e+00
199 2 0.000000000000000e+00
200 2 0.000000000000000e+00
201 2 0.000000000000000e+00
202 2 0.000000000000000e+00
203 2 0.000000000000000e+00
204 2 0.000000000000000e+00
205 2 0.000000000000000e+00
206 2 0.000000000000000e+00
207 2 0.000000000000000e+00
208 2 0.000000000000000e+00
209 2 0.000000000000000e+00
210 2 0.000000000000000e+00
211 2 0.000000000000000e+00
212 2 0.000000000000000e+00
213 2 0.000000000000000e+00
214 2 0.000000000000000e+00
215 2 0.000000000000000e+00
216 2 0.000000000000000e+00
217 2 0.000000000000000e+00
218 2 0.000000000000000e+00
219 2 0.000000000000000e+00
220 2 0.000000000000000e+00
221 2 0.000000000000000e+00
222 2 0.000000000000000e+00
223 2 0.000000000000000e+00
224 2 0.000000000000000e+00
225 2 0.000000000000000e+00
226 2 0.000000000000000e+00
227 2 0.000000000000000e+00
228 2 0.000000000000000e+00
229 2 0.000000000000000e+00
230 2 0.000000000000000e+00
231 2 0.000000000000000e+00
232 2 0.000000000000000e+00
233 2 0.000000000000000e+00
234 2 0.000000000000000e+00
235 2 0.000000000000000e+00
236 2 0.000000000000000e+00
237 2 0.000000000000000e+00
238 2 0.000000000000000e+00
239 2 0.000000000000000e+00
240 2 0.000000000000000e+00
241 2 0.000000000000000e+00
242 2 0.000000000000000e+00
243 2 0.000000000000000e+00
244 2 0.000000000000000e+00
245 2 0.000000000000000e+00
246 2 0.000000000000000e+00
247 2 0.000000000000000e+00
248 2 0.000000000000000e+00
249 2 0.000000000000000e+00
250 2 0.000000000000000e+00
251 2 0.000000000000000e+00
252 2 0.000000000000000e+00
253 2 0.000000000000000e+00
254 2 0.000000000000000e+00
255 2 0.000000000000000e+00
256 2 0.000000000000000e+00
257 2 0.000000000000000e+00
258 2 0.000000000000000e+00
259 2 0.000000000000000e+00
260 2 0.000000000000000e+00
261 2 0.000000000000000e+00
262 2 0.000000000000000e+00
263 2 0.000000000000000e+00
264 2 0.000000000000000e+00
265 2 0.000000000000000e+00
266 2 0.000000000000000e+00
267 2 0.000000000000000e+00
268 2 0.000000000000000e+00
269 2 0.000000000000000e+00
270 2 0.000000000000000e+00
271 2 0.000000000000000e+00
272 2 0.000000000000000e+00
273 2 0.000000000000000e+00
274 2 0.000000000000000e+00
275 2 0.000000000000000e+00
276 2 0.000000000000000e+00
277 2 0.000000000000000e+00
278 2 0.000000000000000e+00
279 2 0.000000000000000e+00
280 2 0.000000000000000e+00
281 2 0.000000000000000e+00
282 2 0.000000000000000e+00
283 2 0.000000000000000e+00
284 2 0.000000000000000e+00
285 2 0.000000000000000e+00
286 2 0.000000000000000e+00
287 2 0.000000000000000e+00
288 2 0.000000000000000e+00
289 2 0.000000000000000e+00
290 2 0.000000000000000e+00
291 2 0.000000000000000e+00
292 2 0.000000000000000e+00
293 2 0.000000000000000e+00
294 2 0.000000000000000e+00
295 2 0.000000000000000e+00
296 2 0.000000000000000e+00
297 2 0.000000000000000e+00
298 2 0.000000000000000e+00
299 2 0.000000000000000e+00
300 2 0.000000000000000e+00
301 2 0.000000000000000e+00
302 2 0.000000000000000e+00
303 2 0.000000000000000e+00
304 2 0.000000000000000e+00
305 2 0.000000000000000e+00
306 2 0.000000000000000e+00
307 2 0.000000000000000e+00
308 2 0.000000000000000e+00
309 2 0.000000000000000e+00
310 2 0.000000000000000e+00
311 2 0.000000000000000e+00
312 2 0.000000000000000e+00
313 2 0.000000000000000e+00
314 2 0.000000000000000e+00
315 2 0.000000000000000e+00
316 2 0.000000000000000e+00
317 2 0.000000000000000e+00
318 2 0.000000000000000e+00
319 2 0.000000000000000e+00
320 2 0.000000000000000e+00
321 2 0.000000000000000e+00
322 2 0.000000000000000e+00
323 2 0.000000000000000e+00
324 2 0.000000000000000e+00
325 2 0.000000000000000e+00
326 2 0.000000000000000e+00
327 2 0.000000000000000e+00
328 2 0.000000000000000e+00
329 2 0.000000000000000e+00
330 2 0.000000000000000e+00
331 2 0.000000000000000e+00
332 2 0.000000000000000e+00
333 2 0.000000000000000e+00
334 2 0.000000000000000e+00
335 2 0.000000000000000e+00
336 2 0.000000000000000e+00
337 2 0.000000000000000e+00
338 2 0.000000000000000e+00
339 2 0.000000000000000e+00
340 2 0.000000000000000e+00
341 2 0.000000000000000e+00
342 2 0.000000000000000e+00
343 2 0.000000000000000e+00
344 2 0.000000000000000e+00
345 2 0.000000000000000e+00
346 2 0.000000000000000e+00
347 2 0.000000000000000e+00
348 2 0.000000000000000e+00
