6942 4
984 0 0.000000000000000e+00
984 1 0.000000000000000e+00
984 2 0.000000000000000e+00
1025 0 0.000000000000000e+00
1025 1 0.000000000000000e+00
1025 2 0.000000000000000e+00
1066 0 0.000000000000000e+00
1066 1 0.000000000000000e+00
1066 2 0.000000000000000e+00
1107 0 0.000000000000000e+00
1107 1 0.000000000000000e+00
1107 2 0.000000000000000e+00
1148 0 0.000000000000000e+00
1148 1 0.000000000000000e+00
1148 2 0.000000000000000e+00
1189 0 0.000000000000000e+00
1189 1 0.000000000000000e+00
1189 2 0.000000000000000e+00
1230 0 0.000000000000000e+00
1230 1 0.000000000000000e+00
1230 2 0.000000000000000e+00
1271 0 0.000000000000000e+00
1271 1 0.000000000000000e+00
1271 2 0.000000000000000e+00
1312 0 0.000000000000000e+00
1312 1 0.000000000000000e+00
1312 2 0.000000000000000e+00
1353 0 0.000000000000000e+00
1353 1 0.000000000000000e+00
1353 2 0.000000000000000e+00
1394 0 0.000000000000000e+00
1394 1 0.000000000000000e+00
1394 2 0.000000000000000e+00
1435 0 0.000000000000000e+00
1435 1 0.000000000000000e+00
1435 2 0.000000000000000e+00
1476 0 0.000000000000000e+00
1476 1 0.000000000000000e+00
1476 2 0.000000000000000e+00
1517 0 0.000000000000000e+00
1517 1 0.000000000000000e+00
1517 2 0.000000000000000e+00
1558 0 0.000000000000000e+00
1558 1 0.000000000000000e+00
1558 2 0.000000000000000e+00
1599 0 0.000000000000000e+00
1599 1 0.000000000000000e+00
1599 2 0.000000000000000e+00
1640 0 0.000000000000000e+00
1640 1 0.000000000000000e+00
1640 2 0.000000000000000e+00
1681 0 0.000000000000000e+00
1681 1 0.000000000000000e+00
1681 2 0.000000000000000e+00
1722 0 0.000000000000000e+00
1722 1 0.000000000000000e+00
1722 2 0.000000000000000e+00
1763 0 0.000000000000000e+00
1763 1 0.000000000000000e+00
1763 2 0.000000000000000e+00
1804 0 0.000000000000000e+00
1804 1 0.000000000000000e+00
1804 2 0.000000000000000e+00
1845 0 0.000000000000000e+00
1845 1 0.000000000000000e+00
1845 2 0.000000000000000e+00
1886 0 0.000000000000000e+00
1886 1 0.000000000000000e+00
1886 2 0.000000000000000e+00
1927 0 0.000000000000000e+00
1927 1 0.000000000000000e+00
1927 2 0.000000000000000e+00
1968 0 0.000000000000000e+00
1968 1 0.000000000000000e+00
1968 2 0.000000000000000e+00
2009 0 0.000000000000000e+00
2009 1 0.000000000000000e+00
2009 2 0.000000000000000e+00
40 0 0.000000000000000e+00
40 1 0.000000000000000e+00
40 2 0.000000000000000e+00
81 0 0.000000000000000e+00
81 1 0.000000000000000e+00
81 2 0.000000000000000e+00
122 0 0.000000000000000e+00
122 1 0.000000000000000e+00
122 2 0.000000000000000e+00
163 0 0.000000000000000e+00
163 1 0.000000000000000e+00
163 2 0.000000000000000e+00
204 0 0.000000000000000e+00
204 1 0.000000000000000e+00
204 2 0.000000000000000e+00
245 0 0.000000000000000e+00
245 1 0.000000000000000e+00
245 2 0.000000000000000e+00
286 0 0.000000000000000e+00
286 1 0.000000000000000e+00
286 2 0.000000000000000e+00
327 0 0.000000000000000e+00
327 1 0.000000000000000e+00
327 2 0.000000000000000e+00
368 0 0.000000000000000e+00
368 1 0.000000000000000e+00
368 2 0.000000000000000e+00
409 0 0.000000000000000e+00
409 1 0.000000000000000e+00
409 2 0.000000000000000e+00
450 0 0.000000000000000e+00
450 1 0.000000000000000e+00
450 2 0.000000000000000e+00
491 0 0.000000000000000e+00
491 1 0.000000000000000e+00
491 2 0.000000000000000e+00
532 0 0.000000000000000e+00
532 1 0.000000000000000e+00
532 2 0.000000000000000e+00
573 0 0.000000000000000e+00
573 1 0.000000000000000e+00
573 2 0.000000000000000e+00
614 0 0.000000000000000e+00
614 1 0.000000000000000e+00
614 2 0.000000000000000e+00
655 0 0.000000000000000e+00
655 1 0.000000000000000e+00
655 2 0.000000000000000e+00
696 0 0.000000000000000e+00
696 1 0.000000000000000e+00
696 2 0.000000000000000e+00
737 0 0.000000000000000e+00
737 1 0.000000000000000e+00
737 2 0.000000000000000e+00
778 0 0.000000000000000e+00
778 1 0.000000000000000e+00
778 2 0.000000000000000e+00
819 0 0.000000000000000e+00
819 1 0.000000000000000e+00
819 2 0.000000000000000e+00
860 0 0.000000000000000e+00
860 1 0.000000000000000e+00
860 2 0.000000000000000e+00
901 0 0.000000000000000e+00
901 1 0.000000000000000e+00
901 2 0.000000000000000e+00
942 0 0.000000000000000e+00
942 1 0.000000000000000e+00
942 2 0.000000000000000e+00
983 0 0.000000000000000e+00
983 1 0.000000000000000e+00
983 2 0.000000000000000e+00
1024 0 0.000000000000000e+00
1024 1 0.000000000000000e+00
1024 2 0.000000000000000e+00
1065 0 0.000000000000000e+00
1065 1 0.000000000000000e+00
1065 2 0.000000000000000e+00
1106 0 0.000000000000000e+00
1106 1 0.000000000000000e+00
1106 2 0.000000000000000e+00
1147 0 0.000000000000000e+00
1147 1 0.000000000000000e+00
1147 2 0.000000000000000e+00
1188 0 0.000000000000000e+00
1188 1 0.000000000000000e+00
1188 2 0.000000000000000e+00
1229 0 0.000000000000000e+00
1229 1 0.000000000000000e+00
1229 2 0.000000000000000e+00
1270 0 0.000000000000000e+00
1270 1 0.000000000000000e+00
1270 2 0.000000000000000e+00
1311 0 0.000000000000000e+00
1311 1 0.000000000000000e+00
1311 2 0.000000000000000e+00
1352 0 0.000000000000000e+00
1352 1 0.000000000000000e+00
1352 2 0.000000000000000e+00
1393 0 0.000000000000000e+00
1393 1 0.000000000000000e+00
1393 2 0.000000000000000e+00
1434 0 0.000000000000000e+00
1434 1 0.000000000000000e+00
1434 2 0.000000000000000e+00
1475 0 0.000000000000000e+00
1475 1 0.000000000000000e+00
1475 2 0.000000000000000e+00
1516 0 0.000000000000000e+00
1516 1 0.000000000000000e+00
1516 2 0.000000000000000e+00
1557 0 0.000000000000000e+00
1557 1 0.000000000000000e+00
1557 2 0.000000000000000e+00
1598 0 0.000000000000000e+00
1598 1 0.000000000000000e+00
1598 2 0.000000000000000e+00
1639 0 0.000000000000000e+00
1639 1 0.000000000000000e+00
1639 2 0.000000000000000e+00
1680 0 0.000000000000000e+00
1680 1 0.000000000000000e+00
1680 2 0.000000000000000e+00
1721 0 0.000000000000000e+00
1721 1 0.000000000000000e+00
1721 2 0.000000000000000e+00
1762 0 0.000000000000000e+00
1762 1 0.000000000000000e+00
1762 2 0.000000000000000e+00
1803 0 0.000000000000000e+00
1803 1 0.000000000000000e+00
1803 2 0.000000000000000e+00
1844 0 0.000000000000000e+00
1844 1 0.000000000000000e+00
1844 2 0.000000000000000e+00
1885 0 0.000000000000000e+00
1885 1 0.000000000000000e+00
1885 2 0.000000000000000e+00
1926 0 0.000000000000000e+00
1926 1 0.000000000000000e+00
1926 2 0.000000000000000e+00
1967 0 0.000000000000000e+00
1967 1 0.000000000000000e+00
1967 2 0.000000000000000e+00
2008 0 0.000000000000000e+00
2008 1 0.000000000000000e+00
2008 2 0.000000000000000e+00
2049 0 0.000000000000000e+00
2049 1 0.000000000000000e+00
2049 2 0.000000000000000e+00
0 0 0.000000000000000e+00
0 1 0.000000000000000e+00
0 2 0.000000000000000e+00
1 0 0.000000000000000e+00
1 1 0.000000000000000e+00
1 2 0.000000000000000e+00
2 0 0.000000000000000e+00
2 1 0.000000000000000e+00
2 2 0.000000000000000e+00
3 0 0.000000000000000e+00
3 1 0.000000000000000e+00
3 2 0.000000000000000e+00
4 0 0.000000000000000e+00
4 1 0.000000000000000e+00
4 2 0.000000000000000e+00
5 0 0.000000000000000e+00
5 1 0.000000000000000e+00
5 2 0.000000000000000e+00
6 0 0.000000000000000e+00
6 1 0.000000000000000e+00
6 2 0.000000000000000e+00
7 0 0.000000000000000e+00
7 1 0.000000000000000e+00
7 2 0.000000000000000e+00
8 0 0.000000000000000e+00
8 1 0.000000000000000e+00
8 2 0.000000000000000e+00
9 0 0.000000000000000e+00
9 1 0.000000000000000e+00
9 2 0.000000000000000e+00
10 0 0.000000000000000e+00
10 1 0.000000000000000e+00
10 2 0.000000000000000e+00
11 0 0.000000000000000e+00
11 1 0.000000000000000e+00
11 2 0.000000000000000e+00
12 0 0.000000000000000e+00
12 1 0.000000000000000e+00
12 2 0.000000000000000e+00
13 0 0.000000000000000e+00
13 1 0.000000000000000e+00
13 2 0.000000000000000e+00
14 0 0.000000000000000e+00
14 1 0.000000000000000e+00
14 2 0.000000000000000e+00
15 0 0.000000000000000e+00
15 1 0.000000000000000e+00
15 2 0.000000000000000e+00
16 0 0.000000000000000e+00
16 1 0.000000000000000e+00
16 2 0.000000000000000e+00
17 0 0.000000000000000e+00
17 1 0.000000000000000e+00
17 2 0.000000000000000e+00
18 0 0.000000000000000e+00
18 1 0.000000000000000e+00
18 2 0.000000000000000e+00
19 0 0.000000000000000e+00
19 1 0.000000000000000e+00
19 2 0.000000000000000e+00
20 0 0.000000000000000e+00
20 1 0.000000000000000e+00
20 2 0.000000000000000e+00
21 0 0.000000000000000e+00
21 1 0.000000000000000e+00
21 2 0.000000000000000e+00
22 0 0.000000000000000e+00
22 1 0.000000000000000e+00
22 2 0.000000000000000e+00
23 0 0.000000000000000e+00
23 1 0.000000000000000e+00
23 2 0.000000000000000e+00
24 0 0.000000000000000e+00
24 1 0.000000000000000e+00
24 2 0.000000000000000e+00
25 0 0.000000000000000e+00
25 1 0.000000000000000e+00
25 2 0.000000000000000e+00
26 0 0.000000000000000e+00
26 1 0.000000000000000e+00
26 2 0.000000000000000e+00
27 0 0.000000000000000e+00
27 1 0.000000000000000e+00
27 2 0.000000000000000e+00
28 0 0.000000000000000e+00
28 1 0.000000000000000e+00
28 2 0.000000000000000e+00
29 0 0.000000000000000e+00
29 1 0.000000000000000e+00
29 2 0.000000000000000e+00
30 0 0.000000000000000e+00
30 1 0.000000000000000e+00
30 2 0.000000000000000e+00
31 0 0.000000000000000e+00
31 1 0.000000000000000e+00
31 2 0.000000000000000e+00
32 0 0.000000000000000e+00
32 1 0.000000000000000e+00
32 2 0.000000000000000e+00
33 0 0.000000000000000e+00
33 1 0.000000000000000e+00
33 2 0.000000000000000e+00
34 0 0.000000000000000e+00
34 1 0.000000000000000e+00
34 2 0.000000000000000e+00
35 0 0.000000000000000e+00
35 1 0.000000000000000e+00
35 2 0.000000000000000e+00
36 0 0.000000000000000e+00
36 1 0.000000000000000e+00
36 2 0.000000000000000e+00
37 0 0.000000000000000e+00
37 1 0.000000000000000e+00
37 2 0.000000000000000e+00
38 0 0.000000000000000e+00
38 1 0.000000000000000e+00
38 2 0.000000000000000e+00
39 0 0.000000000000000e+00
39 1 0.000000000000000e+00
39 2 0.000000000000000e+00
40 0 0.000000000000000e+00
40 1 0.000000000000000e+00
40 2 0.000000000000000e+00
41 0 0.000000000000000e+00
41 1 0.000000000000000e+00
41 2 0.000000000000000e+00
42 0 0.000000000000000e+00
42 1 0.000000000000000e+00
42 2 0.000000000000000e+00
43 0 0.000000000000000e+00
43 1 0.000000000000000e+00
43 2 0.000000000000000e+00
44 0 0.000000000000000e+00
44 1 0.000000000000000e+00
44 2 0.000000000000000e+00
45 0 0.000000000000000e+00
45 1 0.000000000000000e+00
45 2 0.000000000000000e+00
46 0 0.000000000000000e+00
46 1 0.000000000000000e+00
46 2 0.000000000000000e+00
47 0 0.000000000000000e+00
47 1 0.000000000000000e+00
47 2 0.000000000000000e+00
48 0 0.000000000000000e+00
48 1 0.000000000000000e+00
48 2 0.000000000000000e+00
49 0 0.000000000000000e+00
49 1 0.000000000000000e+00
49 2 0.000000000000000e+00
50 0 0.000000000000000e+00
50 1 0.000000000000000e+00
50 2 0.000000000000000e+00
51 0 0.000000000000000e+00
51 1 0.000000000000000e+00
51 2 0.000000000000000e+00
52 0 0.000000000000000e+00
52 1 0.000000000000000e+00
52 2 0.000000000000000e+00
53 0 0.000000000000000e+00
53 1 0.000000000000000e+00
53 2 0.000000000000000e+00
54 0 0.000000000000000e+00
54 1 0.000000000000000e+00
54 2 0.000000000000000e+00
55 0 0.000000000000000e+00
55 1 0.000000000000000e+00
55 2 0.000000000000000e+00
56 0 0.000000000000000e+00
56 1 0.000000000000000e+00
56 2 0.000000000000000e+00
57 0 0.000000000000000e+00
57 1 0.000000000000000e+00
57 2 0.000000000000000e+00
58 0 0.000000000000000e+00
58 1 0.000000000000000e+00
58 2 0.000000000000000e+00
59 0 0.000000000000000e+00
59 1 0.000000000000000e+00
59 2 0.000000000000000e+00
60 0 0.000000000000000e+00
60 1 0.000000000000000e+00
60 2 0.000000000000000e+00
61 0 0.000000000000000e+00
61 1 0.000000000000000e+00
61 2 0.000000000000000e+00
62 0 0.000000000000000e+00
62 1 0.000000000000000e+00
62 2 0.000000000000000e+00
63 0 0.000000000000000e+00
63 1 0.000000000000000e+00
63 2 0.000000000000000e+00
64 0 0.000000000000000e+00
64 1 0.000000000000000e+00
64 2 0.000000000000000e+00
65 0 0.000000000000000e+00
65 1 0.000000000000000e+00
65 2 0.000000000000000e+00
66 0 0.000000000000000e+00
66 1 0.000000000000000e+00
66 2 0.000000000000000e+00
67 0 0.000000000000000e+00
67 1 0.000000000000000e+00
67 2 0.000000000000000e+00
68 0 0.000000000000000e+00
68 1 0.000000000000000e+00
68 2 0.000000000000000e+00
69 0 0.000000000000000e+00
69 1 0.000000000000000e+00
69 2 0.000000000000000e+00
70 0 0.000000000000000e+00
70 1 0.000000000000000e+00
70 2 0.000000000000000e+00
71 0 0.000000000000000e+00
71 1 0.000000000000000e+00
71 2 0.000000000000000e+00
72 0 0.000000000000000e+00
72 1 0.000000000000000e+00
72 2 0.000000000000000e+00
73 0 0.000000000000000e+00
73 1 0.000000000000000e+00
73 2 0.000000000000000e+00
74 0 0.000000000000000e+00
74 1 0.000000000000000e+00
74 2 0.000000000000000e+00
75 0 0.000000000000000e+00
75 1 0.000000000000000e+00
75 2 0.000000000000000e+00
76 0 0.000000000000000e+00
76 1 0.000000000000000e+00
76 2 0.000000000000000e+00
77 0 0.000000000000000e+00
77 1 0.000000000000000e+00
77 2 0.000000000000000e+00
78 0 0.000000000000000e+00
78 1 0.000000000000000e+00
78 2 0.000000000000000e+00
79 0 0.000000000000000e+00
79 1 0.000000000000000e+00
79 2 0.000000000000000e+00
80 0 0.000000000000000e+00
80 1 0.000000000000000e+00
80 2 0.000000000000000e+00
81 0 0.000000000000000e+00
81 1 0.000000000000000e+00
81 2 0.000000000000000e+00
1968 0 0.000000000000000e+00
1968 1 0.000000000000000e+00
1968 2 0.000000000000000e+00
1969 0 0.000000000000000e+00
1969 1 0.000000000000000e+00
1969 2 0.000000000000000e+00
1970 0 0.000000000000000e+00
1970 1 0.000000000000000e+00
1970 2 0.000000000000000e+00
1971 0 0.000000000000000e+00
1971 1 0.000000000000000e+00
1971 2 0.000000000000000e+00
1972 0 0.000000000000000e+00
1972 1 0.000000000000000e+00
1972 2 0.000000000000000e+00
1973 0 0.000000000000000e+00
1973 1 0.000000000000000e+00
1973 2 0.000000000000000e+00
1974 0 0.000000000000000e+00
1974 1 0.000000000000000e+00
1974 2 0.000000000000000e+00
1975 0 0.000000000000000e+00
1975 1 0.000000000000000e+00
1975 2 0.000000000000000e+00
1976 0 0.000000000000000e+00
1976 1 0.000000000000000e+00
1976 2 0.000000000000000e+00
1977 0 0.000000000000000e+00
1977 1 0.000000000000000e+00
1977 2 0.000000000000000e+00
1978 0 0.000000000000000e+00
1978 1 0.000000000000000e+00
1978 2 0.000000000000000e+00
1979 0 0.000000000000000e+00
1979 1 0.000000000000000e+00
1979 2 0.000000000000000e+00
1980 0 0.000000000000000e+00
1980 1 0.000000000000000e+00
1980 2 0.000000000000000e+00
1981 0 0.000000000000000e+00
1981 1 0.000000000000000e+00
1981 2 0.000000000000000e+00
1982 0 0.000000000000000e+00
1982 1 0.000000000000000e+00
1982 2 0.000000000000000e+00
1983 0 0.000000000000000e+00
1983 1 0.000000000000000e+00
1983 2 0.000000000000000e+00
1984 0 0.000000000000000e+00
1984 1 0.000000000000000e+00
1984 2 0.000000000000000e+00
1985 0 0.000000000000000e+00
1985 1 0.000000000000000e+00
1985 2 0.000000000000000e+00
1986 0 0.000000000000000e+00
1986 1 0.000000000000000e+00
1986 2 0.000000000000000e+00
1987 0 0.000000000000000e+00
1987 1 0.000000000000000e+00
1987 2 0.000000000000000e+00
1988 0 0.000000000000000e+00
1988 1 0.000000000000000e+00
1988 2 0.000000000000000e+00
1989 0 0.000000000000000e+00
1989 1 0.000000000000000e+00
1989 2 0.000000000000000e+00
1990 0 0.000000000000000e+00
1990 1 0.000000000000000e+00
1990 2 0.000000000000000e+00
1991 0 0.000000000000000e+00
1991 1 0.000000000000000e+00
1991 2 0.000000000000000e+00
1992 0 0.000000000000000e+00
1992 1 0.000000000000000e+00
1992 2 0.000000000000000e+00
1993 0 0.000000000000000e+00
1993 1 0.000000000000000e+00
1993 2 0.000000000000000e+00
1994 0 0.000000000000000e+00
1994 1 0.000000000000000e+00
1994 2 0.000000000000000e+00
1995 0 0.000000000000000e+00
1995 1 0.000000000000000e+00
1995 2 0.000000000000000e+00
1996 0 0.000000000000000e+00
1996 1 0.000000000000000e+00
1996 2 0.000000000000000e+00
1997 0 0.000000000000000e+00
1997 1 0.000000000000000e+00
1997 2 0.000000000000000e+00
1998 0 0.000000000000000e+00
1998 1 0.000000000000000e+00
1998 2 0.000000000000000e+00
1999 0 0.000000000000000e+00
1999 1 0.000000000000000e+00
1999 2 0.000000000000000e+00
2000 0 0.000000000000000e+00
2000 1 0.000000000000000e+00
2000 2 0.000000000000000e+00
2001 0 0.000000000000000e+00
2001 1 0.000000000000000e+00
2001 2 0.000000000000000e+00
2002 0 0.000000000000000e+00
2002 1 0.000000000000000e+00
2002 2 0.000000000000000e+00
2003 0 0.000000000000000e+00
2003 1 0.000000000000000e+00
2003 2 0.000000000000000e+00
2004 0 0.000000000000000e+00
2004 1 0.000000000000000e+00
2004 2 0.000000000000000e+00
2005 0 0.000000000000000e+00
2005 1 0.000000000000000e+00
2005 2 0.000000000000000e+00
2006 0 0.000000000000000e+00
2006 1 0.000000000000000e+00
2006 2 0.000000000000000e+00
2007 0 0.000000000000000e+00
2007 1 0.000000000000000e+00
2007 2 0.000000000000000e+00
2008 0 0.000000000000000e+00
2008 1 0.000000000000000e+00
2008 2 0.000000000000000e+00
2009 0 0.000000000000000e+00
2009 1 0.000000000000000e+00
2009 2 0.000000000000000e+00
2010 0 0.000000000000000e+00
2010 1 0.000000000000000e+00
2010 2 0.000000000000000e+00
2011 0 0.000000000000000e+00
2011 1 0.000000000000000e+00
2011 2 0.000000000000000e+00
2012 0 0.000000000000000e+00
2012 1 0.000000000000000e+00
2012 2 0.000000000000000e+00
2013 0 0.000000000000000e+00
2013 1 0.000000000000000e+00
2013 2 0.000000000000000e+00
2014 0 0.000000000000000e+00
2014 1 0.000000000000000e+00
2014 2 0.000000000000000e+00
2015 0 0.000000000000000e+00
2015 1 0.000000000000000e+00
2015 2 0.000000000000000e+00
2016 0 0.000000000000000e+00
2016 1 0.000000000000000e+00
2016 2 0.000000000000000e+00
2017 0 0.000000000000000e+00
2017 1 0.000000000000000e+00
2017 2 0.000000000000000e+00
2018 0 0.000000000000000e+00
2018 1 0.000000000000000e+00
2018 2 0.000000000000000e+00
2019 0 0.000000000000000e+00
2019 1 0.000000000000000e+00
2019 2 0.000000000000000e+00
2020 0 0.000000000000000e+00
2020 1 0.000000000000000e+00
2020 2 0.000000000000000e+00
2021 0 0.000000000000000e+00
2021 1 0.000000000000000e+00
2021 2 0.000000000000000e+00
2022 0 0.000000000000000e+00
2022 1 0.000000000000000e+00
2022 2 0.000000000000000e+00
2023 0 0.000000000000000e+00
2023 1 0.000000000000000e+00
2023 2 0.000000000000000e+00
2024 0 0.000000000000000e+00
2024 1 0.000000000000000e+00
2024 2 0.000000000000000e+00
2025 0 0.000000000000000e+00
2025 1 0.000000000000000e+00
2025 2 0.000000000000000e+00
2026 0 0.000000000000000e+00
2026 1 0.000000000000000e+00
2026 2 0.000000000000000e+00
2027 0 0.000000000000000e+00
2027 1 0.000000000000000e+00
2027 2 0.000000000000000e+00
2028 0 0.000000000000000e+00
2028 1 0.000000000000000e+00
2028 2 0.000000000000000e+00
2029 0 0.000000000000000e+00
2029 1 0.000000000000000e+00
2029 2 0.000000000000000e+00
2030 0 0.000000000000000e+00
2030 1 0.000000000000000e+00
2030 2 0.000000000000000e+00
2031 0 0.000000000000000e+00
2031 1 0.000000000000000e+00
2031 2 0.000000000000000e+00
2032 0 0.000000000000000e+00
2032 1 0.000000000000000e+00
2032 2 0.000000000000000e+00
2033 0 0.000000000000000e+00
2033 1 0.000000000000000e+00
2033 2 0.000000000000000e+00
2034 0 0.000000000000000e+00
2034 1 0.000000000000000e+00
2034 2 0.000000000000000e+00
2035 0 0.000000000000000e+00
2035 1 0.000000000000000e+00
2035 2 0.000000000000000e+00
2036 0 0.000000000000000e+00
2036 1 0.000000000000000e+00
2036 2 0.000000000000000e+00
2037 0 0.000000000000000e+00
2037 1 0.000000000000000e+00
2037 2 0.000000000000000e+00
2038 0 0.000000000000000e+00
2038 1 0.000000000000000e+00
2038 2 0.000000000000000e+00
2039 0 0.000000000000000e+00
2039 1 0.000000000000000e+00
2039 2 0.000000000000000e+00
2040 0 0.000000000000000e+00
2040 1 0.000000000000000e+00
2040 2 0.000000000000000e+00
2041 0 0.000000000000000e+00
2041 1 0.000000000000000e+00
2041 2 0.000000000000000e+00
2042 0 0.000000000000000e+00
2042 1 0.000000000000000e+00
2042 2 0.000000000000000e+00
2043 0 0.000000000000000e+00
2043 1 0.000000000000000e+00
2043 2 0.000000000000000e+00
2044 0 0.000000000000000e+00
2044 1 0.000000000000000e+00
2044 2 0.000000000000000e+00
2045 0 0.000000000000000e+00
2045 1 0.000000000000000e+00
2045 2 0.000000000000000e+00
2046 0 0.000000000000000e+00
2046 1 0.000000000000000e+00
2046 2 0.000000000000000e+00
2047 0 0.000000000000000e+00
2047 1 0.000000000000000e+00
2047 2 0.000000000000000e+00
2048 0 0.000000000000000e+00
2048 1 0.000000000000000e+00
2048 2 0.000000000000000e+00
2049 0 0.000000000000000e+00
2049 1 0.000000000000000e+00
2049 2 0.000000000000000e+00
0 0 0.000000000000000e+00
0 1 0.000000000000000e+00
0 2 0.000000000000000e+00
1 0 0.000000000000000e+00
1 1 0.000000000000000e+00
1 2 0.000000000000000e+00
2 0 0.000000000000000e+00
2 1 0.000000000000000e+00
2 2 0.000000000000000e+00
3 0 0.000000000000000e+00
3 1 0.000000000000000e+00
3 2 0.000000000000000e+00
4 0 0.000000000000000e+00
4 1 0.000000000000000e+00
4 2 0.000000000000000e+00
5 0 0.000000000000000e+00
5 1 0.000000000000000e+00
5 2 0.000000000000000e+00
6 0 0.000000000000000e+00
6 1 0.000000000000000e+00
6 2 0.000000000000000e+00
7 0 0.000000000000000e+00
7 1 0.000000000000000e+00
7 2 0.000000000000000e+00
8 0 0.000000000000000e+00
8 1 0.000000000000000e+00
8 2 0.000000000000000e+00
9 0 0.000000000000000e+00
9 1 0.000000000000000e+00
9 2 0.000000000000000e+00
10 0 0.000000000000000e+00
10 1 0.000000000000000e+00
10 2 0.000000000000000e+00
11 0 0.000000000000000e+00
11 1 0.000000000000000e+00
11 2 0.000000000000000e+00
12 0 0.000000000000000e+00
12 1 0.000000000000000e+00
12 2 0.000000000000000e+00
13 0 0.000000000000000e+00
13 1 0.000000000000000e+00
13 2 0.000000000000000e+00
14 0 0.000000000000000e+00
14 1 0.000000000000000e+00
14 2 0.000000000000000e+00
15 0 0.000000000000000e+00
15 1 0.000000000000000e+00
15 2 0.000000000000000e+00
16 0 0.000000000000000e+00
16 1 0.000000000000000e+00
16 2 0.000000000000000e+00
17 0 0.000000000000000e+00
17 1 0.000000000000000e+00
17 2 0.000000000000000e+00
18 0 0.000000000000000e+00
18 1 0.000000000000000e+00
18 2 0.000000000000000e+00
19 0 0.000000000000000e+00
19 1 0.000000000000000e+00
19 2 0.000000000000000e+00
20 0 0.000000000000000e+00
20 1 0.000000000000000e+00
20 2 0.000000000000000e+00
21 0 0.000000000000000e+00
21 1 0.000000000000000e+00
21 2 0.000000000000000e+00
22 0 0.000000000000000e+00
22 1 0.000000000000000e+00
22 2 0.000000000000000e+00
23 0 0.000000000000000e+00
23 1 0.000000000000000e+00
23 2 0.000000000000000e+00
24 0 0.000000000000000e+00
24 1 0.000000000000000e+00
24 2 0.000000000000000e+00
25 0 0.000000000000000e+00
25 1 0.000000000000000e+00
25 2 0.000000000000000e+00
26 0 0.000000000000000e+00
26 1 0.000000000000000e+00
26 2 0.000000000000000e+00
27 0 0.000000000000000e+00
27 1 0.000000000000000e+00
27 2 0.000000000000000e+00
28 0 0.000000000000000e+00
28 1 0.000000000000000e+00
28 2 0.000000000000000e+00
29 0 0.000000000000000e+00
29 1 0.000000000000000e+00
29 2 0.000000000000000e+00
30 0 0.000000000000000e+00
30 1 0.000000000000000e+00
30 2 0.000000000000000e+00
31 0 0.000000000000000e+00
31 1 0.000000000000000e+00
31 2 0.000000000000000e+00
32 0 0.000000000000000e+00
32 1 0.000000000000000e+00
32 2 0.000000000000000e+00
33 0 0.000000000000000e+00
33 1 0.000000000000000e+00
33 2 0.000000000000000e+00
34 0 0.000000000000000e+00
34 1 0.000000000000000e+00
34 2 0.000000000000000e+00
35 0 0.000000000000000e+00
35 1 0.000000000000000e+00
35 2 0.000000000000000e+00
36 0 0.000000000000000e+00
36 1 0.000000000000000e+00
36 2 0.000000000000000e+00
37 0 0.000000000000000e+00
37 1 0.000000000000000e+00
37 2 0.000000000000000e+00
